Sex,Age,Year,Month,Day,Street_Number,Birthday,Surname,City,Street,State_Voted,State,Name
Female,82,1938,6,17,92,1938-6-17,Acosta,Spokane,Ninth,Wyoming,Washington,Victoria
Female,42,1978,8,11,67,1978-8-11,Green,Lincoln,Seventh,Nebraska,Nebraska,Virginia
Male,78,1942,4,4,37,1942-4-4,Shannon,Chattanooga,Second,Tennessee,Tennessee,Kyle
Male,18,2002,6,17,18,2002-6-17,Parsons,Wichita,Ninth,Kansas,Kansas,Jose
Female,35,1985,2,21,22,1985-2-21,Wooten,Kansas City,Maple,Missouri,Missouri,Olivia
Male,19,2001,1,12,70,2001-1-12,Carlson,Murfreesboro,Ninth,Tennessee,Tennessee,John
Female,38,1982,12,27,41,1982-12-27,Cervantes,Sacramento,First,California,California,Charlotte
Male,37,1983,7,1,54,1983-7-1,Randall,Riverside,View,California,California,Lawrence
Male,44,1976,4,22,73,1976-4-22,Henderson,Nashville,Fourth,Tennessee,Tennessee,Bruce
Male,56,1964,4,14,26,1964-4-14,Williams,Lexington,Lake,Kentucky,Kentucky,Jason
Female,19,2001,1,30,82,2001-1-30,Brown,Virginia Beach,Eighth,Virginia,Virginia,Brenda
Female,52,1968,4,16,4,1968-4-16,Rosa,McAllen,Main,Texas,Texas,Julie
Male,57,1963,4,23,58,1963-4-23,Chan,Yonkers,View,New York,New York,Gary
Male,83,1937,12,14,19,1937-12-14,Craig,Glendale,Main,Arizona,Arizona,Joseph
Male,22,1998,2,15,18,1998-2-15,Jacobson,San Antonio,View,Texas,Texas,Roy
Male,62,1958,3,6,52,1958-3-6,Hyde,Huntsville,Oak,Alabama,Alabama,Nathan
Male,60,1960,11,21,27,1960-11-21,Walker,Fort Collins,Ninth,West Virginia,Colorado,Thomas
Male,37,1983,4,4,4,1983-4-4,Stewart,Overland Park,View,Kansas,Kansas,Christopher
Male,26,1994,8,8,29,1994-8-8,Elliott,Akron,Elm,Ohio,Ohio,Johnny
Female,37,1983,3,1,27,1983-3-1,Johnson,Chattanooga,Fourth,Tennessee,Tennessee,Brittany
Female,60,1960,6,4,83,1960-6-4,Kim,Elk Grove,Hill,California,California,Denise
Female,73,1947,2,13,75,1947-2-13,Marquez,Charlotte,First,North Carolina,North Carolina,Alice
Male,35,1985,9,13,61,1985-9-13,Alford,Waco,Cedar,Texas,Texas,Keith
Male,55,1965,5,19,5,1965-5-19,Allison,Escondido,Seventh,North Dakota,California,Ryan
Male,57,1963,1,5,2,1963-1-5,Juarez,Roseville,Lake,California,California,Louis
Male,73,1947,3,29,70,1947-3-29,Reilly,Mesa,Third,Arizona,Arizona,Douglas
Male,20,2000,9,23,88,2000-9-23,Park,Jackson,Elm,Mississippi,Mississippi,Roy
Female,20,2000,4,24,81,2000-4-24,Frye,Vancouver,Pine,Washington,Washington,Laura
Male,78,1942,6,30,55,1942-6-30,Mccarthy,Huntington Beach,Maple,California,California,Bobby
Male,28,1992,4,8,45,1992-4-8,Banks,Memphis,Second,Tennessee,Tennessee,Harold
Female,52,1968,11,30,48,1968-11-30,Estrada,Santa Clarita,Eighth,California,California,Cynthia
Female,42,1978,5,10,15,1978-5-10,Farrell,Laredo,Hill,Texas,Texas,Jennifer
Female,38,1982,5,4,1,1982-5-4,Wong,Knoxville,Ninth,Tennessee,Tennessee,Kathleen
Male,36,1984,12,8,7,1984-12-8,Knapp,Las Vegas,Oak,Nevada,Nevada,Russell
Male,64,1956,8,11,37,1956-8-11,Fox,Rockford,Sixth,Illinois,Illinois,Keith
Male,45,1975,4,16,70,1975-4-16,Wolfe,Reno,Pine,Nevada,Nevada,Dylan
Female,40,1980,2,5,63,1980-2-5,Roman,Santa Rosa,Fourth,California,California,Sophia
Male,29,1991,4,25,48,1991-4-25,Stokes,Greensboro,Elm,North Carolina,North Carolina,Robert
Male,59,1961,4,6,32,1961-4-6,Wade,Austin,View,Texas,Texas,Brandon
Male,90,1930,12,15,6,1930-12-15,Nichols,Los Angeles,Elm,California,California,Jordan
Female,18,2002,3,16,85,2002-3-16,Curtis,Colorado Springs,Lake,Colorado,Colorado,Catherine
Male,65,1955,5,30,38,1955-5-30,Anthony,Santa Ana,Main,California,California,Walter
Female,65,1955,3,10,34,1955-3-10,Smith,Murfreesboro,Ninth,Tennessee,Tennessee,Jessica
Male,77,1943,12,20,78,1943-12-20,Sims,Omaha,View,Nebraska,Nebraska,Nathan
Female,41,1979,8,11,36,1979-8-11,Roman,Alexandria,Sixth,Virginia,Virginia,Heather
Male,31,1989,4,21,92,1989-4-21,Salinas,Peoria,View,Arizona,Arizona,Billy
Female,30,1990,8,12,19,1990-8-12,Shelton,Metairie,View,Louisiana,Louisiana,Emily
Male,47,1973,7,12,69,1973-7-12,Austin,Detroit,Washington,Michigan,Michigan,Benjamin
Female,36,1984,6,25,100,1984-6-25,Bush,Fort Collins,Fifth,Colorado,Colorado,Brittany
Female,49,1971,3,22,59,1971-3-22,Greer,Norfolk,Seventh,Virginia,Virginia,Jacqueline
Male,32,1988,10,5,17,1988-10-5,Levy,Bridgeport,Ninth,Connecticut,Connecticut,Benjamin
Female,82,1938,1,22,3,1938-1-22,Park,Baton Rouge,Hill,Louisiana,Louisiana,Pamela
Female,57,1963,12,7,25,1963-12-7,Cochran,Fort Collins,Eighth,Colorado,Colorado,Karen
Male,50,1970,12,24,2,1970-12-24,Jacobson,St. Paul,Pine,Minnesota,Minnesota,Christian
Male,40,1980,11,22,54,1980-11-22,Nelson,Midland,Third,Texas,Texas,Brandon
Male,47,1973,9,21,30,1973-9-21,Roberts,Wichita,Oak,Kansas,Kansas,Eugene
Female,59,1961,4,5,91,1961-4-5,Vaughn,Las Vegas,Cedar,Oklahoma,Nevada,Brittany
Female,81,1939,10,26,57,1939-10-26,Benjamin,Boston,Hill,Massachusetts,Massachusetts,Joyce
Male,62,1958,9,4,6,1958-9-4,Levy,New York City,Elm,New York,New York,Frank
Female,30,1990,7,2,14,1990-7-2,Booker,San Francisco,Seventh,California,California,Helen
Male,82,1938,10,25,80,1938-10-25,Mathews,Oxnard,Seventh,California,California,Bradley
Female,29,1991,11,27,31,1991-11-27,Blanchard,Long Beach,Maple,California,California,Sandra
Male,24,1996,3,19,1,1996-3-19,Young,Reno,Lake,Nevada,Nevada,Douglas
Male,53,1967,10,2,40,1967-10-2,Greer,Spokane,First,Washington,Washington,Kenneth
Male,68,1952,8,8,72,1952-8-8,Calderon,Oklahoma City,First,Oklahoma,Oklahoma,Ronald
Female,31,1989,6,17,19,1989-6-17,Duran,Savannah,Ninth,Georgia,Georgia,Amber
Male,41,1979,6,15,58,1979-6-15,Sanford,Philadelphia,Fifth,Washington,Pennsylvania,Noah
Male,54,1966,3,17,55,1966-3-17,Benson,Santa Clarita,Fourth,California,California,Gregory
Male,69,1951,4,17,92,1951-4-17,Spencer,St. Louis,Fifth,Missouri,Missouri,Charles
Female,74,1946,10,11,97,1946-10-11,Tanner,Mobile,Pine,Alabama,Alabama,Evelyn
Male,65,1955,10,15,34,1955-10-15,Burns,McAllen,Oak,Texas,Texas,John
Male,69,1951,10,30,54,1951-10-30,Potts,McAllen,Second,Texas,Texas,Jerry
Female,66,1954,1,3,21,1954-1-3,Flowers,Escondido,Fourth,California,California,Ashley
Female,75,1945,2,1,31,1945-2-1,Mckenzie,North Las Vegas,Lake,Minnesota,Nevada,Andrea
Male,53,1967,12,21,20,1967-12-21,Sharpe,Columbus,Pine,Ohio,Ohio,Tyler
Male,28,1992,2,12,34,1992-2-12,Farley,El Paso,Sixth,Texas,Texas,Jack
Male,55,1965,9,25,14,1965-9-25,Kennedy,Stockton,Main,California,California,Brandon
Male,43,1977,4,3,11,1977-4-3,Morgan,Oklahoma City,Main,Oklahoma,Oklahoma,Dylan
Male,38,1982,5,16,47,1982-5-16,Edwards,Laredo,Fifth,Texas,Texas,Michael
Female,36,1984,1,29,85,1984-1-29,Mooney,Tallahassee,Seventh,Florida,Florida,Stephanie
Female,52,1968,1,12,81,1968-1-12,Cabrera,Oxnard,Ninth,California,California,Samantha
Female,48,1972,7,31,57,1972-7-31,Cleveland,Toledo,Third,Ohio,Ohio,Betty
Male,46,1974,4,27,48,1974-4-27,Hogan,Surprise,View,Arizona,Arizona,Eugene
Female,46,1974,7,12,22,1974-7-12,Pittman,Tacoma,Fifth,Washington,Washington,Martha
Male,62,1958,10,7,33,1958-10-7,Haynes,Hialeah,Fourth,Florida,Florida,Joshua
Male,80,1940,9,27,46,1940-9-27,Lawson,Fayetteville,Fourth,North Carolina,North Carolina,Peter
Female,29,1991,9,15,57,1991-9-15,Powers,Columbus,Eighth,Ohio,Ohio,Alice
Female,60,1960,5,16,79,1960-5-16,Lee,Fontana,Cedar,California,California,Linda
Male,36,1984,10,29,83,1984-10-29,Yates,Virginia Beach,Elm,Virginia,Virginia,Keith
Female,47,1973,2,18,28,1973-2-18,Reilly,Olathe,Pine,Kansas,Kansas,Judy
Male,18,2002,2,5,67,2002-2-5,Ferguson,Norfolk,First,Virginia,Virginia,Terry
Female,58,1962,1,28,36,1962-1-28,Parks,Macon County,Elm,Georgia,Georgia,Beverly
Female,45,1975,6,5,58,1975-6-5,Cantrell,Sunnyvale,Main,California,California,Debra
Female,83,1937,2,22,30,1937-2-22,Whitehead,Alexandria,Sixth,Virginia,Virginia,Danielle
Female,70,1950,6,23,96,1950-6-23,Simmons,New Orleans,First,Louisiana,Louisiana,Alexis
Female,81,1939,10,30,95,1939-10-30,Ryan,Port St. Lucie,Hill,Florida,Florida,Kathleen
Male,56,1964,8,28,98,1964-8-28,Joseph,Las Vegas,Washington,Nevada,Nevada,Michael
Male,62,1958,11,7,52,1958-11-7,Frye,Nashville,Eighth,Tennessee,Tennessee,Jerry
Male,87,1933,3,2,41,1933-3-2,Crawford,Aurora,First,Colorado,Colorado,Eugene
Male,62,1958,6,15,23,1958-6-15,Washington,Springfield,Third,Missouri,Missouri,Eric
Female,87,1933,1,21,63,1933-1-21,Case,Killeen,Maple,Texas,Texas,Marie
Male,23,1997,7,25,16,1997-7-25,Fields,Alexandria,Hill,Virginia,Virginia,Jesse
Male,60,1960,3,4,83,1960-3-4,Glenn,Jacksonville,Third,Florida,Florida,Brandon
Female,33,1987,9,9,67,1987-9-9,Spence,Thornton,Sixth,Colorado,Colorado,Nicole
Female,86,1934,4,7,30,1934-4-7,Vaughn,Columbus,Sixth,Ohio,Ohio,Charlotte
Male,60,1960,12,16,71,1960-12-16,Cleveland,Dallas,Eighth,Texas,Texas,Andrew
Male,76,1944,5,25,77,1944-5-25,Marshall,Spokane,Third,Washington,Washington,Joe
Female,46,1974,2,2,52,1974-2-2,Mccall,Los Angeles,Cedar,California,California,Abigail
Female,49,1971,8,31,53,1971-8-31,English,Eugene,Eighth,Oregon,Oregon,Nancy
Female,45,1975,9,3,22,1975-9-3,Reeves,Albuquerque,Lake,New Mexico,New Mexico,Patricia
Female,28,1992,10,4,19,1992-10-4,Anderson,Metairie,Second,Louisiana,Louisiana,Kathleen
Female,70,1950,8,31,40,1950-8-31,Reeves,Santa Clarita,Second,California,California,Sharon
Female,52,1968,5,17,28,1968-5-17,Roman,Raleigh,Third,North Carolina,North Carolina,Janet
Female,79,1941,11,8,87,1941-11-8,Walter,San Jose,Washington,California,California,Jessica
Male,20,2000,5,23,100,2000-5-23,Mack,San Francisco,Park,California,California,Jesse
Female,78,1942,9,12,62,1942-9-12,Vaughan,Lexington,Lake,Kentucky,Kentucky,Heather
Female,83,1937,2,24,7,1937-2-24,Pate,Philadelphia,Park,Pennsylvania,Pennsylvania,Christina
Male,53,1967,7,16,86,1967-7-16,Duncan,Paterson,Cedar,New Jersey,New Jersey,Bradley
Male,80,1940,6,20,20,1940-6-20,Jimenez,Aurora,Hill,Colorado,Colorado,Timothy
Male,79,1941,12,18,64,1941-12-18,Salazar,Escondido,Third,California,California,Zachary
Female,18,2002,4,26,37,2002-4-26,Rowland,Arlington,Fourth,Texas,Texas,Rachel
Female,31,1989,7,21,17,1989-7-21,Raymond,Buffalo,Hill,New York,New York,Kayla
Male,50,1970,8,21,95,1970-8-21,Barber,Shreveport,Sixth,Louisiana,Louisiana,Donald
Male,24,1996,6,15,77,1996-6-15,Holloway,Elk Grove,Cedar,California,California,James
Male,59,1961,12,3,86,1961-12-3,Harmon,Portland,Fourth,Oregon,Oregon,Vincent
Male,68,1952,1,13,34,1952-1-13,Lester,Winston-Salem,Hill,North Carolina,North Carolina,George
Male,73,1947,8,20,70,1947-8-20,Barron,Bellevue,Washington,Washington,Washington,Juan
Male,43,1977,2,20,52,1977-2-20,Mcclain,Providence,Ninth,Rhode Island,Rhode Island,Vincent
Male,31,1989,1,10,17,1989-1-10,Wallace,San Juan,Washington,Puerto Rico,Puerto Rico,Mark
Male,66,1954,6,14,36,1954-6-14,Huber,Overland Park,Washington,Kansas,Kansas,Aaron
Female,56,1964,11,8,55,1964-11-8,Aguilar,Tallahassee,Maple,Florida,Florida,Janice
Male,44,1976,8,14,48,1976-8-14,Knox,Hialeah,Elm,Florida,Florida,Jacob
Female,36,1984,12,3,2,1984-12-3,Daniels,New Orleans,First,Louisiana,Louisiana,Doris
Female,64,1956,8,25,93,1956-8-25,Wooten,Denton,Fifth,Texas,Texas,Shirley
Female,83,1937,11,4,33,1937-11-4,Gilbert,Worcester,Sixth,Massachusetts,Massachusetts,Ann
Female,83,1937,2,15,64,1937-2-15,Forbes,Honolulu,Fourth,Hawaii,Hawaii,Charlotte
Female,78,1942,1,29,71,1942-1-29,Thompson,Huntington Beach,Main,California,California,Denise
Female,57,1963,4,16,85,1963-4-16,Kirk,Grand Prairie,Maple,Texas,Texas,Jennifer
Male,53,1967,8,5,35,1967-8-5,Yang,Miami,Oak,Florida,Florida,Vincent
Female,35,1985,9,11,99,1985-9-11,Lawson,Oakland,Elm,California,California,Pamela
Female,57,1963,12,10,36,1963-12-10,Dalton,Brownsville,Fourth,Texas,Texas,Melissa
Female,64,1956,7,9,48,1956-7-9,Horn,Oceanside,View,California,California,Ruth
Female,32,1988,4,8,100,1988-4-8,Russo,Eugene,Second,Oregon,Oregon,Isabella
Female,85,1935,2,12,12,1935-2-12,Fisher,Olathe,View,Kansas,Kansas,Carol
Female,43,1977,1,26,26,1977-1-26,Gilbert,Cleveland,Main,Connecticut,Ohio,Virginia
Male,53,1967,3,12,89,1967-3-12,Duke,Metairie,Eighth,Louisiana,Louisiana,Nathan
Female,88,1932,11,8,74,1932-11-8,Jennings,Baltimore,Pine,Maryland,Maryland,Judy
Female,58,1962,1,11,36,1962-1-11,Gould,Naperville,View,Illinois,Illinois,Doris
Female,27,1993,1,5,14,1993-1-5,Brewer,Los Angeles,Park,California,California,Hannah
Male,67,1953,10,20,99,1953-10-20,Spencer,Miami,Elm,Florida,Florida,Billy
Female,20,2000,3,17,5,2000-3-17,Hopper,Grand Rapids,Ninth,Michigan,Michigan,Kayla
Male,32,1988,4,22,73,1988-4-22,Leach,Shreveport,Fifth,Louisiana,Louisiana,Kyle
Male,25,1995,3,7,5,1995-3-7,Brown,Atlanta,Eighth,Georgia,Georgia,Anthony
Female,49,1971,5,10,45,1971-5-10,David,Garden Grove,First,California,California,Rose
Female,55,1965,2,7,75,1965-2-7,Mclean,Scottsdale,Washington,Arizona,Arizona,Kayla
Male,80,1940,7,26,100,1940-7-26,Mack,Santa Clarita,Seventh,Hawaii,California,Tyler
Male,86,1934,6,29,47,1934-6-29,Green,McKinney,Fifth,Texas,Texas,Philip
Female,89,1931,9,18,62,1931-9-18,Howell,Aurora,Maple,Colorado,Colorado,Joyce
Female,43,1977,4,13,14,1977-4-13,Powell,Brownsville,Washington,Missouri,Texas,Victoria
Female,49,1971,10,19,12,1971-10-19,Palmer,Oakland,Sixth,California,California,Amanda
Female,30,1990,10,21,66,1990-10-21,Watkins,Pembroke Pines,View,Florida,Florida,Katherine
Male,44,1976,3,31,30,1976-3-31,House,Paradise,First,Nevada,Nevada,Jesse
Male,35,1985,8,28,49,1985-8-28,Solis,Newark,Ninth,New Jersey,New Jersey,Gerald
Female,23,1997,11,30,38,1997-11-30,Mack,Huntsville,Sixth,Alabama,Alabama,Mary
Male,28,1992,7,30,70,1992-7-30,Dyer,Sunrise Manor,Second,Nevada,Nevada,Kenneth
Female,69,1951,4,12,96,1951-4-12,Ayala,Oceanside,Oak,California,California,Denise
Male,31,1989,9,2,65,1989-9-2,Head,Glendale,Park,Arizona,Arizona,Jeffrey
Female,58,1962,7,25,70,1962-7-25,Daugherty,Cincinnati,Elm,Ohio,Ohio,Julia
Female,60,1960,12,8,36,1960-12-8,Blanchard,Palmdale,Pine,California,California,Christina
Male,72,1948,10,18,84,1948-10-18,Kim,Murfreesboro,Seventh,Colorado,Tennessee,Raymond
Female,90,1930,4,15,42,1930-4-15,Vargas,Bakersfield,Lake,California,California,Beverly
Male,46,1974,12,9,80,1974-12-9,Powers,Stockton,View,California,California,Andrew
Male,57,1963,1,6,81,1963-1-6,Kerr,Colorado Springs,Oak,Colorado,Colorado,Scott
Female,54,1966,3,12,8,1966-3-12,Spence,Macon County,Lake,Georgia,Georgia,Lisa
Female,90,1930,7,18,100,1930-7-18,Merrill,Salinas,Hill,California,California,Julia
Female,66,1954,7,15,25,1954-7-15,Keith,Bakersfield,Pine,California,California,Kathleen
Male,37,1983,8,13,74,1983-8-13,Abbott,Riverside,Seventh,California,California,Terry
Male,65,1955,12,7,79,1955-12-7,Horn,Mobile,Fourth,Alabama,Alabama,Gabriel
Male,84,1936,5,16,52,1936-5-16,Hansen,Phoenix,Oak,Arizona,Arizona,Bruce
Male,71,1949,12,4,29,1949-12-4,Wall,Tallahassee,First,Florida,Florida,Eric
Female,87,1933,6,12,55,1933-6-12,Downs,Pittsburgh,Cedar,Pennsylvania,Pennsylvania,Emily
Female,19,2001,8,1,19,2001-8-1,Mcpherson,Scottsdale,Pine,Arizona,Arizona,Sara
Female,29,1991,9,18,56,1991-9-18,Chapman,Moreno Valley,Cedar,California,California,Nicole
Male,88,1932,12,2,89,1932-12-2,Willis,Modesto,Oak,California,California,Adam
Female,53,1967,8,19,40,1967-8-19,Baxter,Overland Park,Third,Kansas,Kansas,Betty
Female,31,1989,3,6,92,1989-3-6,Garner,Rochester,Eighth,New York,New York,Rose
Male,60,1960,9,20,87,1960-9-20,Gibbs,San Bernardino,Pine,California,California,Juan
Female,75,1945,9,18,86,1945-9-18,Quinn,Glendale,Maple,West Virginia,Arizona,Amy
Male,37,1983,5,12,13,1983-5-12,Powell,Springfield,Washington,Missouri,Missouri,Ralph
Female,32,1988,5,4,14,1988-5-4,House,Durham,Main,North Carolina,North Carolina,Jessica
Male,65,1955,11,5,27,1955-11-5,Roth,Providence,Maple,Rhode Island,Rhode Island,Richard
Female,30,1990,10,28,49,1990-10-28,Colon,St. Paul,View,Minnesota,Minnesota,Kathleen
Female,76,1944,5,20,3,1944-5-20,Torres,Frisco,Fourth,Texas,Texas,Jacqueline
Male,46,1974,8,22,87,1974-8-22,Lowery,Stockton,Third,California,California,Robert
Male,40,1980,6,30,20,1980-6-30,Hull,Henderson,Seventh,Nevada,Nevada,Bryan
Male,87,1933,3,7,68,1933-3-7,Harper,Augusta,Fourth,Georgia,Georgia,Walter
Female,90,1930,7,5,56,1930-7-5,Humphrey,Boston,Fifth,Massachusetts,Massachusetts,Andrea
Male,77,1943,6,8,10,1943-6-8,Velasquez,Winston-Salem,Park,North Carolina,North Carolina,Alan
Male,55,1965,6,15,95,1965-6-15,Wilkinson,Hollywood,Eighth,Nevada,Florida,Samuel
Female,79,1941,11,28,50,1941-11-28,Weaver,Bellevue,Ninth,Washington,Washington,Jessica
Female,38,1982,10,9,21,1982-10-9,Bender,Lincoln,Third,Nebraska,Nebraska,Jacqueline
Male,48,1972,10,27,74,1972-10-27,Holmes,Overland Park,Pine,Kansas,Kansas,Nicholas
Female,76,1944,4,12,55,1944-4-12,Robinson,Chicago,Fourth,Illinois,Illinois,Ann
Male,79,1941,11,1,40,1941-11-1,Mitchell,Fort Collins,Cedar,Colorado,Colorado,John
Male,87,1933,9,3,43,1933-9-3,Baxter,Anchorage,Seventh,Alaska,Alaska,Lawrence
Female,68,1952,3,8,96,1952-3-8,Snow,Savannah,Cedar,Alabama,Georgia,Ruth
Male,39,1981,11,5,3,1981-11-5,Mccormick,Joliet,Second,Illinois,Illinois,Bryan
Female,35,1985,12,4,2,1985-12-4,Berg,Springfield,Seventh,Missouri,Missouri,Grace
Male,76,1944,12,7,100,1944-12-7,Kidd,Atlanta,Fourth,Georgia,Georgia,Terry
Female,72,1948,9,13,68,1948-9-13,Duran,Spokane,Second,Washington,Washington,Stephanie
Female,85,1935,6,20,94,1935-6-20,Rhodes,Sunnyvale,Maple,California,California,Evelyn
Male,45,1975,5,24,58,1975-5-24,Barlow,Riverside,Maple,California,California,Zachary
Male,72,1948,1,22,98,1948-1-22,Byers,Austin,Fifth,Texas,Texas,Raymond
Female,75,1945,11,14,37,1945-11-14,Berg,Roseville,Ninth,California,California,Julia
Male,74,1946,5,21,56,1946-5-21,Dennis,Gilbert,Washington,Arizona,Arizona,Paul
Male,71,1949,6,21,87,1949-6-21,Watson,Wichita,Park,Kansas,Kansas,Jose
Male,65,1955,3,19,9,1955-3-19,Nolan,Bridgeport,Pine,Connecticut,Connecticut,Gabriel
Male,18,2002,10,3,72,2002-10-3,Brooks,Roseville,Sixth,California,California,Patrick
Male,36,1984,8,5,1,1984-8-5,Williams,Providence,Seventh,Rhode Island,Rhode Island,Thomas
Female,25,1995,2,21,52,1995-2-21,Patterson,Cleveland,Lake,Ohio,Ohio,Janet
Male,65,1955,5,9,63,1955-5-9,Yates,North Las Vegas,Ninth,Nevada,Nevada,Patrick
Male,71,1949,4,10,90,1949-4-10,Lancaster,Huntington Beach,Hill,California,California,Thomas
Male,72,1948,3,13,52,1948-3-13,Brock,Spring Valley,Ninth,Montana,Nevada,Noah
Male,53,1967,11,15,96,1967-11-15,York,Amarillo,Hill,Texas,Texas,Benjamin
Male,65,1955,7,16,98,1955-7-16,Sherman,Lexington,View,Kentucky,Kentucky,Kenneth
Female,49,1971,12,22,25,1971-12-22,Farmer,Atlanta,Eighth,Georgia,Georgia,Olivia
Female,84,1936,5,2,67,1936-5-2,Owens,Riverside,Fourth,California,California,Pamela
Female,42,1978,8,7,37,1978-8-7,Mathews,Springfield,Seventh,Missouri,Missouri,Kimberly
Female,58,1962,3,20,21,1962-3-20,Gordon,Orlando,Pine,Florida,Florida,Julia
Female,50,1970,11,13,3,1970-11-13,Barber,Providence,Fifth,Rhode Island,Rhode Island,Frances
Female,34,1986,6,11,32,1986-6-11,Byers,Amarillo,Hill,Texas,Texas,Marie
Male,88,1932,2,2,96,1932-2-2,Lynn,Phoenix,Washington,Arizona,Arizona,Adam
Female,81,1939,11,15,98,1939-11-15,Tran,Vancouver,First,Washington,Washington,Katherine
Male,70,1950,4,19,44,1950-4-19,Frederick,Waco,Fifth,Texas,Texas,Eric
Female,43,1977,4,27,62,1977-4-27,Conner,Overland Park,Maple,Kansas,Kansas,Maria
Male,52,1968,4,13,59,1968-4-13,Steele,Sunrise Manor,Third,Nevada,Nevada,Joshua
Male,48,1972,1,3,62,1972-1-3,Oliver,Scottsdale,Second,Arizona,Arizona,Jose
Female,69,1951,3,16,44,1951-3-16,Joseph,Jersey City,Oak,New Jersey,New Jersey,Joyce
Male,89,1931,10,16,70,1931-10-16,Rivers,Salt Lake City,First,Utah,Utah,Henry
Male,75,1945,6,18,98,1945-6-18,Herrera,Henderson,Main,Nevada,Nevada,Henry
Female,88,1932,9,18,97,1932-9-18,Webster,Orlando,Maple,Florida,Florida,Linda
Female,70,1950,4,28,81,1950-4-28,Weeks,Elk Grove,Lake,California,California,Emma
Male,20,2000,3,6,74,2000-3-6,Boone,Dallas,Seventh,Texas,Texas,Kevin
Female,61,1959,10,25,81,1959-10-25,Sutton,Pittsburgh,Lake,Pennsylvania,Pennsylvania,Brenda
Male,77,1943,8,21,8,1943-8-21,Nolan,Charlotte,First,North Carolina,North Carolina,Harold
Male,46,1974,7,17,57,1974-7-17,Rivera,Brownsville,Third,Texas,Texas,Christian
Female,54,1966,1,2,94,1966-1-2,Branch,Omaha,Cedar,Nebraska,Nebraska,Debra
Female,33,1987,11,2,12,1987-11-2,Robbins,Naperville,Second,Illinois,Illinois,Sara
Female,78,1942,5,31,43,1942-5-31,Hines,Bayamon,Fourth,Puerto Rico,Puerto Rico,Denise
Female,43,1977,8,20,74,1977-8-20,Barrera,Amarillo,View,Texas,Texas,Rebecca
Male,72,1948,11,20,94,1948-11-20,Bolton,Tampa,Maple,Florida,Florida,Jack
Male,45,1975,12,12,10,1975-12-12,Mayer,Tucson,Washington,Arizona,Arizona,Willie
Male,32,1988,7,3,19,1988-7-3,Cote,Baltimore,Elm,Maryland,Maryland,Frank
Male,64,1956,10,29,56,1956-10-29,Boyd,McAllen,Second,Texas,Texas,Gabriel
Female,69,1951,8,2,50,1951-8-2,Taylor,Midland,Sixth,Texas,Texas,Karen
Male,28,1992,7,31,28,1992-7-31,Le,Chicago,Cedar,Illinois,Illinois,Ryan
Female,37,1983,1,29,78,1983-1-29,Aguirre,Austin,Washington,Texas,Texas,Carolyn
Female,83,1937,1,30,94,1937-1-30,Lara,Chicago,Main,Illinois,Illinois,Ann
Female,30,1990,7,9,85,1990-7-9,Conrad,Port St. Lucie,View,Florida,Florida,Sharon
Male,63,1957,6,9,54,1957-6-9,Park,Washington,Main,District of Columbia,District of Columbia,Juan
Female,56,1964,3,24,1,1964-3-24,Aguirre,Paterson,Park,New Jersey,New Jersey,Linda
Female,48,1972,10,3,37,1972-10-3,Schmidt,Grand Prairie,Washington,Texas,Texas,Martha
Female,30,1990,3,7,68,1990-3-7,Maxwell,Frisco,Elm,Texas,Texas,Helen
Male,86,1934,3,4,58,1934-3-4,Holt,Huntsville,Pine,Alabama,Alabama,Wayne
Female,71,1949,2,11,18,1949-2-11,Harris,Denver,Sixth,Colorado,Colorado,Deborah
Male,67,1953,4,19,71,1953-4-19,Chapman,Hialeah,Fourth,Florida,Florida,Tyler
Male,54,1966,6,17,36,1966-6-17,Kirkland,Boston,Eighth,Massachusetts,Massachusetts,Jack
Male,77,1943,4,11,89,1943-4-11,Johns,Hayward,Second,California,California,Carl
Male,45,1975,6,22,59,1975-6-22,Mccoy,Bridgeport,View,Connecticut,Connecticut,Jacob
Female,76,1944,5,4,19,1944-5-4,Melton,Montgomery,Sixth,Alabama,Alabama,Brenda
Male,77,1943,9,7,15,1943-9-7,Gilliam,Murfreesboro,First,Tennessee,Tennessee,Albert
Female,69,1951,7,8,60,1951-7-8,Doyle,Des Moines,Ninth,Iowa,Iowa,Kathryn
Female,65,1955,4,21,1,1955-4-21,Dennis,Salt Lake City,Main,Utah,Utah,Emma
Female,51,1969,7,19,44,1969-7-19,Mcleod,Stockton,First,California,California,Kathleen
Female,69,1951,10,26,54,1951-10-26,Hartman,Charlotte,Washington,North Carolina,North Carolina,Margaret
Male,53,1967,1,4,5,1967-1-4,Russell,Knoxville,View,Tennessee,Tennessee,Charles
Female,50,1970,9,24,54,1970-9-24,Rollins,Houston,Cedar,Texas,Texas,Diana
Female,71,1949,3,12,50,1949-3-12,Holcomb,Memphis,Third,Tennessee,Tennessee,Angela
Male,59,1961,5,17,88,1961-5-17,Flores,Detroit,Fifth,Michigan,Michigan,Roger
